Marque,Modèle,Année,Kilométrage,Etat,Prix,Type de Carburant,Transmission
Dacia,Duster,2023,12497.0,Occasion,19999.0,Non spécifié,Manuelle
Peugeot,308,2018,79964.0,Occasion,10999.0,Essence,Manuelle
Peugeot,5008,2020,61260.0,Occasion,22499.0,Diesel,Manuelle
Citroën,C3 Aircross,2020,92837.0,Occasion,13799.0,Diesel,Manuelle
Peugeot,308,2017,58885.0,Occasion,13599.0,Essence,Auto.
Peugeot,308,2021,44212.0,Occasion,15299.0,Essence,Manuelle
Peugeot,308,2019,83325.0,Occasion,12499.0,Essence,Manuelle
Citroën,C3 Aircross,2019,74606.0,Occasion,10499.0,Essence,Manuelle
Citroën,C3 Aircross,2021,14734.0,Occasion,14999.0,Essence,Manuelle
Peugeot,308,2019,44725.0,Occasion,13799.0,Essence,Manuelle
Citroën,C5 Aircross,2024,9783.0,Occasion,27999.0,Micro-hybride,Auto.
Nissan,Qashqai,2017,90871.0,Occasion,14499.0,Essence,Auto.
Peugeot,5008,2023,22710.0,Occasion,33099.0,Diesel,Auto.
Nissan,Qashqai,2018,88170.0,Occasion,16499.0,Diesel,Manuelle
Peugeot,5008,2024,6106.0,Occasion,29499.0,Essence,Auto.
Peugeot,5008,2024,3410.0,Occasion,33499.0,Micro-hybride,Auto.
Toyota,Yaris,2019,117511.0,Occasion,12999.0,Hybride,Auto.
Peugeot,308,2019,46452.0,Occasion,12099.0,Essence,Manuelle
Peugeot,308,2018,66045.0,Occasion,13499.0,Essence,Manuelle
Peugeot,308,2019,44735.0,Occasion,13599.0,Essence,Manuelle
Citroën,C4,2023,11309.0,Occasion,19399.0,Essence,Manuelle
Opel,Mokka,2021,48945.0,Occasion,16499.0,Essence,Auto.
Peugeot,5008,2019,80949.0,Occasion,21999.0,Diesel,Manuelle
Citroën,C4,2022,28734.0,Occasion,16499.0,Essence,Manuelle
Peugeot,308,2019,71621.0,Occasion,12499.0,Essence,Manuelle
Citroën,C4,2023,20835.0,Occasion,17899.0,Essence,Manuelle
Peugeot,308,2019,53277.0,Occasion,12099.0,Essence,Manuelle
Citroën,C3 Aircross,2019,48390.0,Occasion,17799.0,Diesel,Auto.
Hyundai,Tucson,2021,38963.0,Occasion,31499.0,Hybride,Auto.
Citroën,C3 Aircross,2022,61937.0,Occasion,13999.0,Essence,Manuelle
Citroën,C4,2023,12364.0,Occasion,22999.0,Diesel,Auto.
Peugeot,308,2019,77239.0,Occasion,12499.0,Essence,Manuelle
Peugeot,5008,2024,3235.0,Occasion,32499.0,Diesel,Auto.
Citroën,C4,2024,5113.0,Occasion,24999.0,Diesel,Auto.
Dacia,Duster,2019,78361.0,Occasion,15999.0,Diesel,Manuelle
Peugeot,5008,2024,8741.0,Occasion,33299.0,Micro-hybride,Auto.
Dacia,Sandero,2021,42055.0,Occasion,14799.0,Essence,Manuelle
Peugeot,5008,2019,61791.0,Occasion,18299.0,Essence,Manuelle
Peugeot,5008,2018,65685.0,Occasion,17999.0,Essence,Auto.
Citroën,C3 Aircross,2019,49850.0,Occasion,11999.0,Essence,Manuelle
Citroën,C3 Aircross,2023,12900.0,Occasion,17999.0,Essence,Manuelle
Citroën,C4,2024,5235.0,Occasion,24999.0,Diesel,Auto.
Citroën,C5 Aircross,2021,97011.0,Occasion,19499.0,Hybride,Auto.
Citroën,C4,2022,42659.0,Occasion,15999.0,Essence,Manuelle
Toyota,C-HR,2023,12599.0,Occasion,25199.0,Hybride,Auto.
Citroën,C5 Aircross,2023,13340.0,Occasion,25699.0,Essence,Auto.
Nissan,Qashqai,2021,61324.0,Occasion,16999.0,Essence,Manuelle
Nissan,Qashqai,2020,45457.0,Occasion,20699.0,Essence,Auto.
Nissan,Qashqai,2022,42039.0,Occasion,20799.0,Micro-hybride,Manuelle
Nissan,Qashqai,2023,12930.0,Occasion,28999.0,Hybride,Auto.
Citroën,C4,2023,13954.0,Occasion,22399.0,Essence,Auto.
Citroën,C4,2018,68731.0,Occasion,9999.0,Essence,Manuelle
Toyota,C-HR,2017,122790.0,Occasion,17399.0,Hybride,Auto.
Toyota,C-HR,2023,21286.0,Occasion,26999.0,Hybride,Auto.
Peugeot,5008,2024,6242.0,Occasion,32399.0,Micro-hybride,Auto.
Citroën,C3 Aircross,2020,52711.0,Occasion,12499.0,Essence,Manuelle
Dacia,Duster,2020,73285.0,Occasion,14599.0,Essence,Manuelle
Citroën,C4,2023,6147.0,Occasion,23899.0,Essence,Auto.
Nissan,Qashqai,2021,29165.0,Occasion,20499.0,Essence,Manuelle
Peugeot,5008,2024,9855.0,Occasion,31899.0,Diesel,Auto.
Citroën,C4,2024,1237.0,Occasion,22999.0,Essence,Auto.
Citroën,C4,2024,3785.0,Occasion,22999.0,Essence,Auto.
Citroën,C4,2022,22725.0,Occasion,22099.0,Diesel,Auto.
Dacia,Sandero,2019,90260.0,Occasion,11299.0,Essence,Manuelle
Citroën,C3 Aircross,2018,78379.0,Occasion,10999.0,Essence,Manuelle
Dacia,Sandero,2019,30934.0,Occasion,12999.0,Essence,Manuelle
Citroën,C3 Aircross,2024,16220.0,Occasion,17999.0,Essence,Manuelle
Citroën,C4,2022,29399.0,Occasion,18999.0,Essence,Auto.
Citroën,C4,2024,4664.0,Occasion,20399.0,Essence,Manuelle
Citroën,C3 Aircross,2024,15494.0,Occasion,17999.0,Essence,Manuelle
Peugeot,5008,2024,4545.0,Occasion,32499.0,Diesel,Auto.
Peugeot,5008,2019,63797.0,Occasion,18899.0,Essence,Manuelle
Citroën,C3 Aircross,2018,84845.0,Occasion,10999.0,Essence,Manuelle
Citroën,C3 Aircross,2023,23068.0,Occasion,17999.0,Essence,Manuelle
Citroën,C3 Aircross,2018,98450.0,Occasion,12299.0,Essence,Auto.
Peugeot,5008,2019,111224.0,Occasion,17299.0,Essence,Auto.
Citroën,C3 Aircross,2022,60990.0,Occasion,15999.0,Diesel,Manuelle
Toyota,Corolla Touring Sport,2024,440.0,Occasion,28999.0,Hybride,Auto.
Citroën,C3 Aircross,2020,67738.0,Occasion,14499.0,Essence,Auto.
Citroën,C3 Aircross,2024,14318.0,Occasion,17999.0,Essence,Manuelle
Nissan,Qashqai,2023,19638.0,Occasion,27699.0,Micro-hybride,Auto.
Citroën,C4,2024,17043.0,Occasion,20999.0,Essence,Auto.
Peugeot,5008,2024,5084.0,Occasion,32399.0,Micro-hybride,Auto.
Citroën,C3 Aircross,2018,72038.0,Occasion,12299.0,Essence,Auto.
Citroën,C4,2023,7587.0,Occasion,20399.0,Essence,Manuelle
Citroën,C3 Aircross,2019,49257.0,Occasion,11999.0,Essence,Manuelle
Peugeot,5008,2018,95282.0,Occasion,19799.0,Diesel,Manuelle
Citroën,C4,2023,24167.0,Occasion,23499.0,Diesel,Auto.
Dacia,Sandero,2020,14760.0,Occasion,14499.0,Non spécifié,Manuelle
Peugeot,5008,2019,59915.0,Occasion,20999.0,Essence,Auto.
Mercedes,Classe A,2023,9745.0,Occasion,30899.0,Micro-hybride,Auto.
Citroën,C4,2023,13850.0,Occasion,19399.0,Essence,Manuelle
Citroën,C5 Aircross,2024,4706.0,Occasion,27499.0,Micro-hybride,Auto.
Peugeot,5008,2024,23299.0,Occasion,32699.0,Diesel,Auto.
Nissan,Qashqai,2022,10444.0,Occasion,31999.0,Hybride,Auto.
Peugeot,5008,2018,90232.0,Occasion,16499.0,Essence,Manuelle
Dacia,Sandero,2022,34216.0,Occasion,14999.0,Essence,Manuelle
Citroën,C4,2021,20170.0,Occasion,18599.0,Essence,Auto.
Volkswagen,Golf 8,2023,24765.0,Occasion,37299.0,Essence,Auto.
Peugeot,5008,2020,51669.0,Occasion,22199.0,Diesel,Manuelle
Citroën,C5 Aircross,2023,28993.0,Occasion,19499.0,Essence,Manuelle
Dacia,Duster,2022,52643.0,Occasion,16999.0,Non spécifié,Manuelle
Citroën,C3 Aircross,2021,43994.0,Occasion,13799.0,Essence,Manuelle
Peugeot,5008,2019,76746.0,Occasion,18999.0,Essence,Auto.
Peugeot,5008,2024,3824.0,Occasion,33499.0,Micro-hybride,Auto.
Renault,Twingo 3,2015,3905.0,Occasion,9299.0,Essence,Manuelle
Dacia,Sandero,2021,22514.0,Occasion,14199.0,Non spécifié,Manuelle
Citroën,C3 Aircross,2024,17068.0,Occasion,17999.0,Essence,Manuelle
Citroën,C4,2017,102170.0,Occasion,11299.0,Essence,Auto.
Citroën,C4,2024,12092.0,Occasion,19399.0,Essence,Manuelle
Peugeot,5008,2024,3062.0,Occasion,33499.0,Micro-hybride,Auto.
Ford,PUMA,2020,44438.0,Occasion,18499.0,Essence,Auto.
BMW,Série 1,2016,126043.0,Occasion,14299.0,Diesel,Auto.
Citroën,C3 Aircross,2023,20189.0,Occasion,17499.0,Essence,Manuelle
Citroën,C3 Aircross,2019,84740.0,Occasion,11699.0,Essence,Manuelle
Peugeot,5008,2019,57755.0,Occasion,19999.0,Essence,Manuelle
Citroën,C5 Aircross,2020,66024.0,Occasion,19499.0,Diesel,Auto.
Citroën,C5 Aircross,2021,49592.0,Occasion,23999.0,Diesel,Auto.
Nissan,Qashqai,2023,10730.0,Occasion,25799.0,Micro-hybride,Manuelle
Citroën,C4,2024,4891.0,Occasion,20399.0,Essence,Manuelle
Citroën,C5 Aircross,2024,4090.0,Occasion,28999.0,Micro-hybride,Auto.
Peugeot,5008,2024,1608.0,Occasion,33499.0,Micro-hybride,Auto.
Renault,Arkana,2021,71537.0,Occasion,18999.0,Micro-hybride,Auto.
Peugeot,5008,2017,98458.0,Occasion,19299.0,Diesel,Manuelle
Citroën,C3 Aircross,2022,51565.0,Occasion,14199.0,Essence,Manuelle
Citroën,C3 Aircross,2023,20868.0,Occasion,19199.0,Essence,Manuelle
Citroën,C3 Aircross,2020,63810.0,Occasion,11499.0,Essence,Manuelle
Citroën,C3 Aircross,2019,55487.0,Occasion,11999.0,Essence,Manuelle
Citroën,C3 Aircross,2023,17899.0,Occasion,18399.0,Essence,Manuelle
Peugeot,5008,2024,3941.0,Occasion,29499.0,Essence,Auto.
Citroën,C3 Aircross,2024,16394.0,Occasion,17999.0,Essence,Manuelle
Peugeot,5008,2024,4078.0,Occasion,29499.0,Essence,Auto.
Citroën,C4,2024,18199.0,Occasion,19399.0,Essence,Manuelle
Peugeot,5008,2018,95437.0,Occasion,17799.0,Essence,Manuelle
Citroën,C3 Aircross,2023,25480.0,Occasion,17199.0,Essence,Manuelle
Dacia,Sandero,2023,20898.0,Occasion,17699.0,Essence,Manuelle
Citroën,C3 Aircross,2023,20344.0,Occasion,17699.0,Essence,Manuelle
Peugeot,5008,2024,3980.0,Occasion,29499.0,Essence,Auto.
Nissan,Qashqai,2019,67780.0,Occasion,18299.0,Diesel,Manuelle
Citroën,C3 Aircross,2024,11304.0,Occasion,18399.0,Essence,Manuelle
Citroën,C3 Aircross,2020,79550.0,Occasion,13499.0,Essence,Auto.
Citroën,C5 Aircross,2021,35995.0,Occasion,24999.0,Hybride,Auto.
Citroën,C3 Aircross,2023,29228.0,Occasion,17999.0,Essence,Manuelle
Toyota,C-HR,2022,19631.0,Occasion,26799.0,Hybride,Auto.
Citroën,C4,2024,8356.0,Occasion,22999.0,Essence,Auto.
Peugeot,5008,2024,5638.0,Occasion,33299.0,Micro-hybride,Auto.
Nissan,Qashqai,2021,57881.0,Occasion,22499.0,Micro-hybride,Auto.
Dacia,Duster,2019,71181.0,Occasion,16499.0,Diesel,Manuelle
Citroën,C3 Aircross,2019,82796.0,Occasion,11999.0,Essence,Manuelle
Peugeot,5008,2024,10850.0,Occasion,31999.0,Diesel,Auto.
Peugeot,5008,2024,7515.0,Occasion,29399.0,Essence,Auto.
Toyota,C-HR,2019,86666.0,Occasion,18499.0,Hybride,Auto.
Nissan,Qashqai,2019,124470.0,Occasion,16699.0,Diesel,Auto.
Volkswagen,Golf 8,2021,20420.0,Occasion,21699.0,Essence,Manuelle
Citroën,C3 Aircross,2018,45217.0,Occasion,13999.0,Essence,Auto.
Citroën,C3 Aircross,2018,68525.0,Occasion,11399.0,Essence,Manuelle
Peugeot,5008,2024,3151.0,Occasion,33499.0,Micro-hybride,Auto.
Citroën,C5 Aircross,2023,19185.0,Occasion,21999.0,Essence,Manuelle
Peugeot,5008,2024,3726.0,Occasion,33499.0,Micro-hybride,Auto.
Citroën,C3 Aircross,2021,41050.0,Occasion,14999.0,Essence,Manuelle
Citroën,C5 Aircross,2022,35760.0,Occasion,26999.0,Diesel,Auto.
Dacia,Sandero,2023,21942.0,Occasion,17199.0,Essence,Manuelle
Peugeot,5008,2022,41654.0,Occasion,27199.0,Essence,Manuelle
Dacia,Duster,2021,76143.0,Occasion,18299.0,Diesel,Manuelle
Peugeot,5008,2023,28498.0,Occasion,33199.0,Diesel,Auto.
Citroën,C5 Aircross,2023,20271.0,Occasion,20999.0,Essence,Manuelle
Nissan,Qashqai,2019,93223.0,Occasion,17999.0,Essence,Auto.
Citroën,C5 Aircross,2023,33570.0,Occasion,23999.0,Essence,Auto.
Citroën,C5 Aircross,2024,4201.0,Occasion,28999.0,Micro-hybride,Auto.
Peugeot,5008,2019,120282.0,Occasion,15999.0,Essence,Auto.
Toyota,YARIS CROSS,2023,11978.0,Occasion,27999.0,Hybride,Auto.
Citroën,C5 Aircross,2020,43315.0,Occasion,19999.0,Essence,Auto.
Volkswagen,Golf 8,2023,11.0,Occasion,32299.0,Micro-hybride,Auto.
Citroën,C5 Aircross,2020,108438.0,Occasion,15299.0,Diesel,Manuelle
Citroën,C3 Aircross,2023,15430.0,Occasion,18699.0,Essence,Manuelle
Citroën,C3 Aircross,2020,64460.0,Occasion,12499.0,Essence,Manuelle
Citroën,C3 Aircross,2023,21691.0,Occasion,18699.0,Essence,Manuelle
Citroën,C3 Aircross,2023,21249.0,Occasion,18699.0,Essence,Manuelle
Peugeot,5008,2024,5735.0,Occasion,33499.0,Micro-hybride,Auto.
Citroën,C5 Aircross,2024,5590.0,Occasion,27499.0,Micro-hybride,Auto.
Citroën,C5 Aircross,2020,46265.0,Occasion,22799.0,Diesel,Auto.
Citroën,C5 Aircross,2020,52374.0,Occasion,22499.0,Diesel,Auto.
Citroën,C5 Aircross,2021,14665.0,Occasion,26999.0,Diesel,Auto.
Hyundai,Tucson,2023,21649.0,Occasion,35099.0,Micro-hybride,Auto.
Nissan,Qashqai,2019,90209.0,Occasion,16299.0,Diesel,Manuelle
Citroën,C5 Aircross,2024,5425.0,Occasion,27499.0,Micro-hybride,Auto.
Mercedes,Classe A,2021,62444.0,Occasion,26099.0,Hybride,Auto.
Citroën,C5 Aircross,2024,4577.0,Occasion,28999.0,Micro-hybride,Auto.
Peugeot,5008,2023,4930.0,Occasion,29999.0,Essence,Auto.
Citroën,C5 Aircross,2024,7015.0,Occasion,27499.0,Micro-hybride,Auto.
Citroën,C5 Aircross,2019,50530.0,Occasion,15499.0,Essence,Manuelle
Opel,Mokka,2023,13425.0,Occasion,19299.0,Essence,Manuelle
Citroën,C5 Aircross,2021,47225.0,Occasion,24499.0,Hybride,Auto.
Citroën,C5 Aircross,2021,82610.0,Occasion,21499.0,Diesel,Auto.
Citroën,C5 Aircross,2020,109385.0,Occasion,15499.0,Essence,Auto.
Volkswagen,Golf 8,2020,29000.0,Occasion,23999.0,Hybride,Auto.
Peugeot,5008,2018,100000.0,Occasion,16999.0,Essence,Auto.
Peugeot,5008,2024,5327.0,Occasion,32399.0,Micro-hybride,Auto.
Peugeot,5008,2024,7432.0,Occasion,32399.0,Micro-hybride,Auto.
Citroën,C5 Aircross,2019,135150.0,Occasion,14999.0,Diesel,Manuelle
Dacia,Sandero,2023,21183.0,Occasion,17499.0,Essence,Manuelle
Citroën,C5 Aircross,2019,110200.0,Occasion,18799.0,Diesel,Auto.
Citroën,C5 Aircross,2019,42980.0,Occasion,15299.0,Essence,Manuelle
Toyota,C-HR,2022,29789.0,Occasion,27499.0,Hybride,Auto.
Citroën,C5 Aircross,2024,7165.0,Occasion,27499.0,Micro-hybride,Auto.
Citroën,C5 Aircross,2021,49613.0,Occasion,21999.0,Diesel,Manuelle
Opel,Mokka,2016,87280.0,Occasion,12599.0,Diesel,Auto.
Citroën,C5 Aircross,2019,78068.0,Occasion,18499.0,Diesel,Auto.
Citroën,C5 Aircross,2020,75464.0,Occasion,18999.0,Diesel,Manuelle
Toyota,C-HR,2017,118539.0,Occasion,18399.0,Hybride,Auto.
Citroën,C5 Aircross,2021,60185.0,Occasion,23799.0,Hybride,Auto.
Citroën,C5 Aircross,2020,60830.0,Occasion,21999.0,Diesel,Auto.
Renault,Twingo 3,2017,61019.0,Occasion,11499.0,Essence,Auto.
Nissan,Qashqai,2020,62952.0,Occasion,18499.0,Diesel,Manuelle
Nissan,Qashqai,2023,36224.0,Occasion,29799.0,Hybride,Auto.
Citroën,C5 Aircross,2020,58315.0,Occasion,19499.0,Diesel,Manuelle
Nissan,Qashqai,2019,99430.0,Occasion,15499.0,Essence,Manuelle
Citroën,C5 Aircross,2023,19600.0,Occasion,23399.0,Essence,Manuelle
Opel,Mokka,2021,38863.0,Occasion,15499.0,Essence,Manuelle
Nissan,Qashqai,2020,71336.0,Occasion,18799.0,Diesel,Manuelle
Fiat,500,2023,38316.0,Occasion,17299.0,Électrique,Auto.
Renault,Clio 4,2017,133867.0,Occasion,10999.0,Diesel,Manuelle
Nissan,Qashqai,2019,79856.0,Occasion,16199.0,Essence,Manuelle
Citroën,C5 Aircross,2021,47740.0,Occasion,17799.0,Essence,Manuelle
Nissan,Qashqai,2019,68135.0,Occasion,18799.0,Diesel,Manuelle
Citroën,C5 Aircross,2022,45200.0,Occasion,22999.0,Essence,Auto.
Nissan,Qashqai,2019,68246.0,Occasion,17999.0,Essence,Manuelle
Citroën,C5 Aircross,2021,46551.0,Occasion,16499.0,Essence,Manuelle
Citroën,C5 Aircross,2022,46105.0,Occasion,18999.0,Essence,Manuelle
Citroën,C5 Aircross,2021,76964.0,Occasion,19699.0,Diesel,Manuelle
Citroën,C5 Aircross,2023,20314.0,Occasion,22899.0,Essence,Manuelle
Opel,Corsa,2023,12775.0,Occasion,15699.0,Essence,Manuelle
Citroën,C5 Aircross,2020,84898.0,Occasion,17999.0,Essence,Auto.
Dacia,Sandero,2020,61925.0,Occasion,9499.0,Essence,Manuelle
Nissan,Qashqai,2020,91989.0,Occasion,15999.0,Diesel,Manuelle
Nissan,Qashqai,2022,98362.0,Occasion,21999.0,Micro-hybride,Auto.
Volkswagen,Golf 8,2022,41153.0,Occasion,34499.0,Essence,Auto.
Nissan,Qashqai,2021,74901.0,Occasion,18699.0,Essence,Manuelle
Citroën,C5 Aircross,2019,57911.0,Occasion,21999.0,Essence,Auto.
Volkswagen,Golf 8,2022,21615.0,Occasion,26999.0,Hybride,Auto.
Citroën,C5 Aircross,2020,52425.0,Occasion,17399.0,Essence,Manuelle
Toyota,C-HR,2023,26544.0,Occasion,24799.0,Hybride,Auto.
Hyundai,Tucson,2021,54605.0,Occasion,30399.0,Hybride,Auto.
Toyota,Corolla Touring Sport,2023,14090.0,Occasion,25499.0,Hybride,Auto.
Nissan,Qashqai,2019,102956.0,Occasion,19199.0,Diesel,Manuelle
Citroën,C5 Aircross,2019,77770.0,Occasion,22999.0,Essence,Auto.
Toyota,C-HR,2021,41617.0,Occasion,22999.0,Hybride,Auto.
Nissan,Qashqai,2020,70124.0,Occasion,18099.0,Essence,Manuelle
Renault,Twingo 3,2021,13924.0,Occasion,11199.0,Électrique,Auto.
Citroën,C5 Aircross,2024,4295.0,Occasion,27499.0,Micro-hybride,Auto.
Volkswagen,Golf 8,2022,65092.0,Occasion,38999.0,Essence,Auto.
Toyota,C-HR,2019,52760.0,Occasion,20799.0,Hybride,Auto.
Toyota,C-HR,2020,85428.0,Occasion,21999.0,Hybride,Auto.
Citroën,C5 Aircross,2022,55221.0,Occasion,18599.0,Essence,Manuelle
Renault,Arkana,2023,19223.0,Occasion,22499.0,Micro-hybride,Auto.
Dacia,Sandero,2019,93123.0,Occasion,8399.0,Essence,Manuelle
Opel,Mokka,2023,9229.0,Occasion,26999.0,Électrique,Auto.
Volkswagen,Golf 8,2023,12300.0,Occasion,30999.0,Essence,Auto.
Cupra,Formentor,2022,9000.0,Occasion,29399.0,Hybride,Auto.
Renault,Arkana,2023,11610.0,Occasion,24699.0,Hybride,Auto.
Toyota,C-HR,2021,42000.0,Occasion,22999.0,Hybride,Auto.
Ford,Puma,2021,89206.0,Occasion,14999.0,Micro-hybride,Manuelle
Kia,Sportage,2022,41860.0,Occasion,30999.0,Hybride,Auto.
Toyota,Corolla Touring Sport,2022,41075.0,Occasion,23999.0,Hybride,Auto.
Renault,Arkana,2022,50259.0,Occasion,22999.0,Hybride,Auto.
Hyundai,Tucson,2021,60898.0,Occasion,26699.0,Hybride,Auto.
Dacia,Sandero,2020,56070.0,Occasion,9799.0,Essence,Manuelle
Toyota,C-HR,2022,24145.0,Occasion,23499.0,Hybride,Auto.
Toyota,C-HR,2021,51804.0,Occasion,20499.0,Hybride,Auto.
DS,DS7 CROSSBACK,2022,32850.0,Occasion,32499.0,Diesel,Auto.
Volkswagen,Golf 8,2023,20370.0,Occasion,36899.0,Diesel,Auto.
Volkswagen,Golf 8,2021,38330.0,Occasion,25999.0,Micro-hybride,Auto.
Dacia,Duster,2017,60426.0,Occasion,12999.0,Diesel,Manuelle
Opel,Mokka,2023,12335.0,Occasion,19299.0,Essence,Manuelle
Volkswagen,Polo,2019,70652.0,Occasion,14199.0,Diesel,Manuelle
Renault,Twingo 3,2021,6349.0,Occasion,12499.0,Électrique,Auto.
Renault,Arkana,2023,14700.0,Occasion,23199.0,Micro-hybride,Auto.
Fiat,500,2021,43115.0,Occasion,11999.0,Micro-hybride,Manuelle
DS,DS4,2023,14564.0,Occasion,32899.0,Essence,Auto.
Opel,Mokka,2016,135844.0,Occasion,10699.0,Diesel,Manuelle
Kia,Sportage,2023,45.0,Occasion,31299.0,Essence,Manuelle
BMW,X1,2023,49907.0,Occasion,42499.0,Diesel,Auto.
Volkswagen,Golf 8,2023,20215.0,Occasion,37999.0,Essence,Auto.
Renault,Arkana,2023,5545.0,Occasion,26499.0,Essence,Auto.
Opel,Mokka,2022,24131.0,Occasion,18999.0,Essence,Manuelle
Hyundai,Tucson,2021,12880.0,Occasion,33499.0,Hybride,Auto.
Volkswagen,T-Roc,2019,45754.0,Occasion,23499.0,Essence,Auto.
Opel,Corsa,2020,79533.0,Occasion,10999.0,Essence,Manuelle
Renault,Arkana,2023,11075.0,Occasion,23999.0,Micro-hybride,Auto.
Opel,Mokka,2021,54742.0,Occasion,18999.0,Électrique,Auto.
Toyota,Corolla,2019,58967.0,Occasion,18799.0,Hybride,Auto.
Volkswagen,Golf 8,2021,43992.0,Occasion,21199.0,Essence,Auto.
Mercedes,Classe A,2024,19354.0,Occasion,37499.0,Micro-hybride,Auto.
Opel,Mokka,2023,6424.0,Occasion,24999.0,Électrique,Auto.
Renault,Twingo 3,2017,25633.0,Occasion,14499.0,Essence,Auto.
Renault,Twingo 3,2018,20612.0,Occasion,10599.0,Essence,Manuelle
Renault,Arkana,2021,38961.0,Occasion,22999.0,Hybride,Auto.
Opel,Corsa,2021,33811.0,Occasion,16999.0,Électrique,Auto.
Renault,Arkana,2022,42001.0,Occasion,23499.0,Hybride,Auto.
Hyundai,Tucson,2021,43012.0,Occasion,28099.0,Hybride,Auto.
Audi,A3 Sportback,2021,26000.0,Occasion,32499.0,Hybride,Auto.
Renault,Arkana,2021,29176.0,Occasion,21899.0,Hybride,Auto.
Renault,Clio 4,2016,79565.0,Occasion,12499.0,Essence,Auto.
Volkswagen,Tiguan,2020,60840.0,Occasion,32999.0,Diesel,Auto.
Volkswagen,Golf 8,2021,41732.0,Occasion,22499.0,Essence,Manuelle
Renault,Twingo 3,2019,54052.0,Occasion,9599.0,Essence,Manuelle
Fiat,500,2020,37624.0,Occasion,12299.0,Micro-hybride,Manuelle
Hyundai,Tucson,2020,54759.0,Occasion,20399.0,Micro-hybride,Manuelle
Renault,Arkana,2022,14576.0,Occasion,23999.0,Hybride,Auto.
Volkswagen,Golf 8,2024,25650.0,Occasion,30799.0,Diesel,Auto.
Ford,Puma,2020,48534.0,Occasion,20599.0,Essence,Auto.
Renault,Arkana,2023,27973.0,Occasion,22499.0,Micro-hybride,Auto.
Volkswagen,Golf 8,2023,16625.0,Occasion,36999.0,Diesel,Auto.
Renault,Arkana,2021,48362.0,Occasion,20699.0,Micro-hybride,Auto.
Opel,Mokka,2022,22898.0,Occasion,16499.0,Essence,Manuelle
Renault,Arkana,2022,30742.0,Occasion,21299.0,Essence,Auto.
Toyota,RAV 4,2018,107898.0,Occasion,19499.0,Hybride,Auto.
Opel,Corsa,2020,102735.0,Occasion,13999.0,Essence,Auto.
Volkswagen,Golf 8,2024,25380.0,Occasion,30799.0,Diesel,Auto.
Renault,Arkana,2023,15248.0,Occasion,28699.0,Hybride,Auto.
Volkswagen,Golf 8,2021,27679.0,Occasion,27399.0,Hybride,Auto.
Volkswagen,Golf 8,2022,4060.0,Occasion,22999.0,Essence,Manuelle
Tesla,MODEL 3,2022,38674.0,Occasion,36999.0,Électrique,Auto.
Peugeot,308 SW,2022,36184.0,Occasion,19499.0,Essence,Manuelle
DS,DS7 CROSSBACK,2022,7976.0,Occasion,35399.0,Hybride,Auto.
Opel,Mokka,2022,26864.0,Occasion,21599.0,Électrique,Auto.
Hyundai,Tucson,2021,47619.0,Occasion,30699.0,Hybride,Auto.
Renault,Arkana,2022,30878.0,Occasion,22899.0,Hybride,Auto.
Renault,Arkana,2023,14650.0,Occasion,22999.0,Micro-hybride,Auto.
Cupra,FORMENTOR,2022,71598.0,Occasion,23999.0,Essence,Manuelle
Volkswagen,Golf 8,2023,19215.0,Occasion,27499.0,Diesel,Auto.
Volkswagen,Golf 8,2021,34075.0,Occasion,21999.0,Essence,Manuelle
Renault,Arkana,2022,23122.0,Occasion,21699.0,Essence,Auto.
Renault,Arkana,2023,18425.0,Occasion,22999.0,Micro-hybride,Auto.
Renault,Arkana,2022,17681.0,Occasion,27499.0,Hybride,Auto.
Renault,Arkana,2023,31830.0,Occasion,21499.0,Micro-hybride,Auto.
Ford,Puma,2021,97199.0,Occasion,14299.0,Micro-hybride,Manuelle
Volkswagen,Golf 8,2023,23480.0,Occasion,30980.0,Essence,Auto.
Ford,PUMA,2021,60025.0,Occasion,18999.0,Diesel,Manuelle
Renault,Arkana,2022,18098.0,Occasion,22399.0,Micro-hybride,Auto.
Fiat,500,2019,37140.0,Occasion,11999.0,Essence,Manuelle
Mercedes,Classe A,2023,7695.0,Occasion,35799.0,Diesel,Auto.
Opel,Corsa,2022,9345.0,Occasion,18999.0,Électrique,Auto.
Renault,Arkana,2022,22716.0,Occasion,21399.0,Essence,Auto.
Volkswagen,Golf 8,2024,16950.0,Occasion,38999.0,Diesel,Auto.
Mercedes,Classe A,2024,1550.0,Occasion,37999.0,Micro-hybride,Auto.
Hyundai,Tucson,2021,36450.0,Occasion,30999.0,Hybride,Auto.
Peugeot,308 SW,2020,68077.0,Occasion,13999.0,Diesel,Manuelle
Renault,Twingo 3,2023,7002.0,Occasion,17499.0,Électrique,Auto.
Volkswagen,Golf 8,2023,10.0,Occasion,32299.0,Micro-hybride,Auto.
Audi,A3 Sportback,2018,58275.0,Occasion,20699.0,Essence,Auto.
Renault,Zoé,2016,54867.0,Occasion,6799.0,Électrique,Auto.
Renault,Clio 4,2017,83153.0,Occasion,12699.0,Essence,Auto.
Renault,Mégane 4,2019,56480.0,Occasion,17299.0,Essence,Auto.
Fiat,500,2020,47920.0,Occasion,11599.0,Micro-hybride,Manuelle
Renault,Clio 4,2019,46958.0,Occasion,11899.0,Essence,Manuelle
Volkswagen,Golf 8,2023,26450.0,Occasion,32899.0,Diesel,Auto.
