Marque,Modèle,Année,Kilométrage,Etat,Prix,Type de Carburant,Transmission
Volkswagen,Polo,2023,23243.0,Occasion,26299.0,Essence,Auto.
Opel,GRANDLAND,2023,24450.0,Occasion,20999.0,Essence,Manuelle
Nissan,Juke,2019,54030.0,Occasion,15299.0,Diesel,Manuelle
Toyota,RAV 4,2019,86115.0,Occasion,25999.0,Hybride,Auto.
Volkswagen,T-Roc,2024,26430.0,Occasion,33899.0,Essence,Auto.
Opel,Crossland,2023,20185.0,Occasion,16499.0,Essence,Manuelle
Toyota,RAV 4,2023,21185.0,Occasion,37999.0,Hybride,Auto.
Peugeot,408,2024,5038.0,Occasion,25399.0,Essence,Auto.
Mercedes,Classe A,2024,19798.0,Occasion,37499.0,Micro-hybride,Auto.
Peugeot,408,2023,5602.0,Occasion,27999.0,Essence,Auto.
Nissan,Juke,2017,68667.0,Occasion,12299.0,Essence,Manuelle
Audi,Q3 Sportback,2021,30043.0,Occasion,29599.0,Essence,Manuelle
Renault,Zoé,2017,29082.0,Occasion,8299.0,Électrique,Auto.
DS,DS7 CROSSBACK,2022,45625.0,Occasion,29699.0,Essence,Auto.
Volkswagen,T-Roc,2021,119122.0,Occasion,20499.0,Diesel,Manuelle
Tesla,MODEL 3,2020,83640.0,Occasion,33999.0,Électrique,Auto.
Peugeot,408,2023,18260.0,Occasion,25999.0,Essence,Auto.
Opel,Crossland,2022,28376.0,Occasion,18099.0,Diesel,Manuelle
Opel,GRANDLAND,2023,17925.0,Occasion,21299.0,Essence,Manuelle
DS,DS7 CROSSBACK,2018,126300.0,Occasion,22499.0,Diesel,Auto.
Peugeot,408,2024,1931.0,Occasion,25399.0,Essence,Auto.
Peugeot,408,2023,6258.0,Occasion,25499.0,Essence,Auto.
Seat,Arona,2022,21031.0,Occasion,23299.0,Essence,Auto.
BMW,X1,2023,22622.0,Occasion,44499.0,Essence,Auto.
Toyota,RAV 4,2021,51250.0,Occasion,29999.0,Hybride,Auto.
Toyota,RAV 4,2023,12801.0,Occasion,42999.0,Hybride,Auto.
Peugeot,508,2018,22961.0,Occasion,18999.0,Essence,Auto.
Seat,Arona,2018,32788.0,Occasion,15099.0,Essence,Manuelle
BMW,Série 1,2023,29086.0,Occasion,27699.0,Essence,Auto.
Volkswagen,T-Roc,2018,54368.0,Occasion,20499.0,Essence,Manuelle
DS,DS7 CROSSBACK,2021,62720.0,Occasion,25999.0,Essence,Auto.
DS,DS7 CROSSBACK,2021,85500.0,Occasion,24299.0,Essence,Auto.
Renault,Zoé,2018,81917.0,Occasion,8499.0,Électrique,Auto.
Audi,A1 Sportback,2023,13283.0,Occasion,27799.0,Essence,Auto.
Volkswagen,Golf 7,2019,89310.0,Occasion,16499.0,Essence,Manuelle
DS,DS3,2016,60432.0,Occasion,9999.0,Essence,Manuelle
Renault,Mégane 4,2016,79071.0,Occasion,18499.0,Essence,Auto.
Nissan,Juke,2022,19350.0,Occasion,23999.0,Hybride,Auto.
Jeep,Renegade,2021,36619.0,Occasion,16799.0,Essence,Manuelle
Dacia,JOGGER,2022,84510.0,Occasion,15699.0,Non spécifié,Manuelle
Dacia,SPRING,2021,12358.0,Occasion,10999.0,Électrique,Auto.
DS,DS7 CROSSBACK,2019,73564.0,Occasion,22799.0,Essence,Auto.
Peugeot,508,2017,45950.0,Occasion,13999.0,Essence,Manuelle
Volkswagen,Polo,2021,10532.0,Occasion,15499.0,Essence,Manuelle
Mini,Mini,2021,43658.0,Occasion,19599.0,Électrique,Auto.
Nissan,Juke,2022,62306.0,Occasion,18499.0,Essence,Auto.
Renault,Zoé,2018,60900.0,Occasion,9299.0,Électrique,Auto.
Peugeot,408,2023,12827.0,Occasion,27499.0,Essence,Auto.
Mini,Mini,2021,33565.0,Occasion,18799.0,Électrique,Auto.
Audi,A3 Sportback,2019,52840.0,Occasion,21999.0,Essence,Auto.
Peugeot,408,2023,8643.0,Occasion,28999.0,Essence,Auto.
Opel,Crossland,2023,19834.0,Occasion,16699.0,Essence,Manuelle
Mini,Mini,2022,45364.0,Occasion,23399.0,Essence,Auto.
Audi,A3 Sportback,2020,100642.0,Occasion,27999.0,Diesel,Auto.
DS,DS3 CROSSBACK,2021,11165.0,Occasion,20999.0,Électrique,Auto.
Seat,Arona,2021,27098.0,Occasion,18499.0,Essence,Manuelle
Hyundai,Bayon,2021,44407.0,Occasion,14699.0,Essence,Manuelle
Dacia,SPRING,2023,6155.0,Occasion,14799.0,Électrique,Auto.
DS,DS4,2017,111998.0,Occasion,14299.0,Diesel,Auto.
BMW,Série 1,2017,66168.0,Occasion,15999.0,Diesel,Manuelle
Ford,Focus,2024,7037.0,Occasion,24499.0,Micro-hybride,Auto.
Audi,A1 Sportback,2017,115264.0,Occasion,13999.0,Diesel,Manuelle
Fiat,500X,2020,34515.0,Occasion,17799.0,Essence,Auto.
Volkswagen,T-Cross,2021,36564.0,Occasion,20499.0,Essence,Manuelle
BMW,Série 2 Active Tourer,2023,2905.0,Occasion,44499.0,Hybride,Auto.
Renault,Grand Scénic 4,2017,37625.0,Occasion,15499.0,Essence,Manuelle
Renault,Zoé,2020,77600.0,Occasion,10299.0,Électrique,Auto.
Peugeot,408,2024,8372.0,Occasion,25399.0,Essence,Auto.
DS,DS7 Crossback,2018,37888.0,Occasion,23599.0,Essence,Manuelle
Seat,Arona,2023,24605.0,Occasion,19499.0,Essence,Manuelle
Peugeot,408,2024,4975.0,Occasion,27999.0,Essence,Auto.
Jeep,Renegade,2018,67493.0,Occasion,13999.0,Essence,Manuelle
DS,DS7 CROSSBACK,2020,65165.0,Occasion,25699.0,Essence,Auto.
Seat,Arona,2020,59916.0,Occasion,16199.0,Essence,Manuelle
Toyota,Aygo X,2023,8262.0,Occasion,15999.0,Essence,Manuelle
Audi,A3 Sportback,2021,62350.0,Occasion,27499.0,Diesel,Auto.
Nissan,Juke,2023,24535.0,Occasion,24099.0,Micro-hybride,Auto.
Renault,Grand Scénic 4,2017,123480.0,Occasion,15999.0,Diesel,Auto.
Nissan,Juke,2023,17039.0,Occasion,20999.0,Essence,Auto.
Dacia,SPRING,2022,19435.0,Occasion,10999.0,Électrique,Auto.
DS,DS3 CROSSBACK,2020,90833.0,Occasion,16499.0,Électrique,Auto.
Renault,Zoé,2019,62690.0,Occasion,9499.0,Électrique,Auto.
Audi,Q2,2020,115103.0,Occasion,19299.0,Diesel,Auto.
Peugeot,408,2024,5210.0,Occasion,27999.0,Essence,Auto.
Dacia,SPRING,2020,11550.0,Occasion,10999.0,Électrique,Auto.
Dacia,SPRING,2023,10123.0,Occasion,12999.0,Électrique,Auto.
Renault,Zoé,2020,56220.0,Occasion,14999.0,Électrique,Auto.
Mini,Mini,2016,63390.0,Occasion,13299.0,Essence,Manuelle
Volkswagen,Polo,2021,44746.0,Occasion,17699.0,Essence,Manuelle
DS,DS7 CROSSBACK,2018,136790.0,Occasion,17999.0,Diesel,Manuelle
Mini,Mini,2022,24841.0,Occasion,21999.0,Électrique,Auto.
Citroën,C4 SPACETOURER,2018,85949.0,Occasion,11499.0,Essence,Manuelle
Volkswagen,T-Cross,2022,32550.0,Occasion,20999.0,Essence,Manuelle
BMW,X2,2019,54288.0,Occasion,23699.0,Diesel,Auto.
BMW,Série 1,2022,19796.0,Occasion,33199.0,Diesel,Auto.
Peugeot,508,2023,80.0,Occasion,28999.0,Essence,Auto.
DS,DS7 CROSSBACK,2021,59665.0,Occasion,28499.0,Diesel,Auto.
Citroën,C4 X,2023,24693.0,Occasion,19999.0,Essence,Auto.
Ford,Kuga,2021,47800.0,Occasion,23499.0,Hybride,Auto.
Dacia,SPRING,2023,6695.0,Occasion,14499.0,Électrique,Auto.
Renault,Grand Scénic 4,2019,79545.0,Occasion,18999.0,Essence,Auto.
Nissan,Juke,2024,12515.0,Occasion,20799.0,Essence,Manuelle
Nissan,Juke,2020,64824.0,Occasion,15499.0,Essence,Manuelle
Audi,Q2,2023,10.0,Occasion,32499.0,Essence,Auto.
BMW,X1,2022,35256.0,Occasion,29699.0,Diesel,Auto.
Mini,Mini,2023,10962.0,Occasion,25899.0,Essence,Auto.
Dacia,SPRING,2021,10604.0,Occasion,11999.0,Électrique,Auto.
Nissan,Juke,2021,49680.0,Occasion,15999.0,Essence,Manuelle
Nissan,Juke,2024,17530.0,Occasion,20699.0,Essence,Manuelle
DS,DS7 CROSSBACK,2018,73890.0,Occasion,23499.0,Essence,Auto.
Mini,Mini,2016,92700.0,Occasion,13399.0,Diesel,Manuelle
BMW,Série 1,2017,76005.0,Occasion,21299.0,Diesel,Auto.
BMW,Série 1,2023,14056.0,Occasion,23699.0,Diesel,Manuelle
Renault,Grand Scénic 4,2018,67430.0,Occasion,18999.0,Diesel,Manuelle
BMW,Série 1,2020,88200.0,Occasion,21699.0,Essence,Auto.
Opel,Crossland X,2020,59031.0,Occasion,14799.0,Essence,Auto.
BMW,Série 1,2023,43905.0,Occasion,29999.0,Essence,Auto.
Renault,Zoé,2020,25703.0,Occasion,10499.0,Électrique,Auto.
Citroën,C5 X,2023,3767.0,Occasion,24999.0,Essence,Auto.
Kia,Niro,2018,68177.0,Occasion,16799.0,Hybride,Auto.
Citroën,C4 X,2023,6820.0,Occasion,20499.0,Essence,Auto.
Renault,Grand Scénic 4,2017,52960.0,Occasion,16999.0,Essence,Manuelle
Kia,Niro,2024,2760.0,Occasion,29999.0,Hybride,Auto.
Nissan,Juke,2020,18950.0,Occasion,19499.0,Essence,Auto.
DS,DS3 CROSSBACK,2022,48430.0,Occasion,18999.0,Essence,Auto.
Citroën,C5 X,2023,25891.0,Occasion,20799.0,Essence,Auto.
Toyota,RAV 4,2021,85015.0,Occasion,29499.0,Hybride,Auto.
Fiat,500X,2018,86211.0,Occasion,12499.0,Diesel,Manuelle
Fiat,500X,2016,89230.0,Occasion,13499.0,Essence,Auto.
BMW,Série 1,2023,30598.0,Occasion,27699.0,Essence,Auto.
DS,DS3,2023,16920.0,Occasion,22999.0,Essence,Auto.
BMW,X1,2020,119551.0,Occasion,21699.0,Diesel,Auto.
Dacia,SPRING,2023,6116.0,Occasion,14799.0,Électrique,Auto.
Renault,Scénic 4,2018,99051.0,Occasion,13999.0,Diesel,Auto.
Land,Rover Range Rover Evoque,2019,44812.0,Occasion,29999.0,Micro-hybride,Auto.
BMW,Série 1,2023,12525.0,Occasion,29999.0,Essence,Auto.
Nissan,Juke,2022,5700.0,Occasion,22499.0,Essence,Manuelle
Fiat,500C,2022,24306.0,Occasion,21499.0,Électrique,Auto.
Audi,A3 Sportback,2016,86425.0,Occasion,18499.0,Hybride,Auto.
Citroën,GRAND C4 SPACETOURER,2018,110040.0,Occasion,12499.0,Essence,Manuelle
Renault,Grand Scénic 4,2019,97734.0,Occasion,15999.0,Diesel,Manuelle
Peugeot,508,2018,115125.0,Occasion,16999.0,Diesel,Auto.
Audi,Q2,2024,17445.0,Occasion,30799.0,Essence,Auto.
Opel,Crossland X,2020,84275.0,Occasion,14799.0,Diesel,Auto.
Audi,Q2,2020,55500.0,Occasion,24999.0,Essence,Auto.
Ford,Fiesta,2023,13079.0,Occasion,24999.0,Essence,Manuelle
DS,DS3 Crossback,2022,33315.0,Occasion,23499.0,Essence,Auto.
Peugeot,108,2018,75425.0,Occasion,8499.0,Essence,Manuelle
Dacia,JOGGER,2023,45556.0,Occasion,18499.0,Essence,Manuelle
Opel,Crossland X,2020,96100.0,Occasion,13499.0,Diesel,Auto.
Mini,Mini,2021,50544.0,Occasion,19699.0,Électrique,Auto.
DS,DS7 CROSSBACK,2020,115406.0,Occasion,21799.0,Diesel,Auto.
Tesla,MODEL Y,2024,3778.0,Occasion,37999.0,Électrique,Auto.
Citroën,C4 X,2023,19908.0,Occasion,19999.0,Essence,Auto.
Fiat,500X,2017,111592.0,Occasion,12699.0,Essence,Auto.
Peugeot,508,2023,3673.0,Occasion,27399.0,Essence,Auto.
Citroën,Berlingo,2019,116114.0,Occasion,15999.0,Diesel,Manuelle
DS,DS3,2017,98414.0,Occasion,8999.0,Essence,Manuelle
Opel,Crossland X,2019,84018.0,Occasion,11999.0,Essence,Manuelle
Audi,Q2,2024,8830.0,Occasion,31899.0,Essence,Auto.
Nissan,Juke,2021,45329.0,Occasion,15999.0,Essence,Manuelle
Mini,Mini,2016,109716.0,Occasion,12799.0,Diesel,Manuelle
Toyota,Aygo,2018,17887.0,Occasion,10999.0,Essence,Manuelle
Fiat,500X,2021,53163.0,Occasion,18299.0,Essence,Auto.
Opel,Astra,2022,18397.0,Occasion,19799.0,Essence,Auto.
DS,DS3 CROSSBACK,2021,37512.0,Occasion,23999.0,Diesel,Auto.
Opel,Crossland X,2018,51760.0,Occasion,12799.0,Essence,Manuelle
Mini,Mini,2016,114325.0,Occasion,12799.0,Diesel,Manuelle
Renault,Grand Scénic 4,2019,103203.0,Occasion,17699.0,Diesel,Auto.
Peugeot,508,2023,961.0,Occasion,27499.0,Essence,Auto.
Fiat,500X,2019,53523.0,Occasion,15499.0,Essence,Auto.
BMW,Série 1,2020,63124.0,Occasion,21999.0,Essence,Auto.
Audi,Q2,2024,14320.0,Occasion,31299.0,Essence,Auto.
Fiat,500C,2023,3079.0,Occasion,16999.0,Micro-hybride,Manuelle
Dacia,Jogger,2023,26280.0,Occasion,18799.0,Non spécifié,Manuelle
Hyundai,Kona,2022,12119.0,Occasion,18499.0,Micro-hybride,Manuelle
Ford,Kuga,2022,45750.0,Occasion,24999.0,Hybride,Auto.
Renault,Scénic 4,2017,80975.0,Occasion,13999.0,Essence,Manuelle
Citroën,C5 X,2023,2660.0,Occasion,23999.0,Essence,Auto.
Mini,Mini,2023,7741.0,Occasion,26199.0,Essence,Auto.
BMW,Série 2 Active Tourer,2018,26873.0,Occasion,20999.0,Hybride,Auto.
Peugeot,508,2018,86292.0,Occasion,17299.0,Diesel,Auto.
Volkswagen,Golf 7,2019,84519.0,Occasion,18499.0,Diesel,Auto.
Citroën,GRAND C4 SPACETOURER,2022,23691.0,Occasion,25999.0,Diesel,Auto.
Citroën,C4 X,2023,4035.0,Occasion,20999.0,Essence,Auto.
Citroën,Berlingo,2019,106805.0,Occasion,15999.0,Essence,Manuelle
BMW,Série 1,2021,30163.0,Occasion,27399.0,Essence,Auto.
Ford,Kuga,2021,25605.0,Occasion,23499.0,Diesel,Auto.
Dacia,SPRING,2023,18016.0,Occasion,12499.0,Électrique,Auto.
Volkswagen,Golf 7,2019,61999.0,Occasion,15299.0,Essence,Manuelle
Mini,Mini,2019,91164.0,Occasion,15999.0,Essence,Manuelle
Peugeot,508,2018,106063.0,Occasion,16499.0,Diesel,Auto.
Mini,Mini,2020,47845.0,Occasion,20099.0,Électrique,Auto.
BMW,Série 1,2021,78726.0,Occasion,20799.0,Diesel,Auto.
BMW,Série 2 Active Tourer,2019,17641.0,Occasion,23699.0,Hybride,Auto.
Mini,Mini,2020,25105.0,Occasion,18499.0,Électrique,Auto.
Opel,Crossland X,2020,83968.0,Occasion,15499.0,Diesel,Auto.
Peugeot,508,2019,36353.0,Occasion,21499.0,Essence,Auto.
Dacia,SPRING,2021,10805.0,Occasion,11199.0,Électrique,Auto.
Fiat,500X,2018,88330.0,Occasion,12999.0,Diesel,Manuelle
Ford,Focus,2024,6350.0,Occasion,24899.0,Micro-hybride,Auto.
Ford,Focus,2019,81050.0,Occasion,17499.0,Essence,Auto.
BMW,Série 1,2022,25979.0,Occasion,23199.0,Essence,Manuelle
Mini,Mini,2021,38744.0,Occasion,20899.0,Électrique,Auto.
Peugeot,108,2019,30952.0,Occasion,10299.0,Essence,Manuelle
Dacia,SPRING,2021,7445.0,Occasion,11699.0,Électrique,Auto.
Kia,Niro,2021,42285.0,Occasion,21999.0,Électrique,Auto.
Audi,Q2,2019,81970.0,Occasion,19499.0,Essence,Manuelle
DS,DS3 CROSSBACK,2021,62372.0,Occasion,17299.0,Essence,Auto.
Renault,Scénic 4,2018,68510.0,Occasion,17999.0,Diesel,Manuelle
BMW,Série 1,2022,26498.0,Occasion,26999.0,Diesel,Auto.
Ford,Focus,2017,103029.0,Occasion,13999.0,Diesel,Manuelle
Citroën,C5 X,2023,9900.0,Occasion,24399.0,Essence,Auto.
Ford,Fiesta,2023,19125.0,Occasion,17499.0,Non spécifié,Manuelle
Toyota,RAV 4,2019,84230.0,Occasion,27999.0,Hybride,Auto.
DS,DS3,2018,21737.0,Occasion,12999.0,Essence,Auto.
Ford,Focus,2021,33602.0,Occasion,18099.0,Micro-hybride,Manuelle
Audi,Q2,2017,104100.0,Occasion,20999.0,Diesel,Auto.
Audi,A1 Sportback,2021,32479.0,Occasion,19799.0,Essence,Manuelle
BMW,Série 1,2023,34999.0,Occasion,27699.0,Essence,Auto.
Citroën,C5 X,2023,3069.0,Occasion,25499.0,Essence,Auto.
Opel,Crossland X,2020,63573.0,Occasion,13999.0,Essence,Manuelle
Fiat,Tipo,2019,31509.0,Occasion,12599.0,Diesel,Manuelle
BMW,Série 1,2019,71262.0,Occasion,19599.0,Diesel,Auto.
Citroën,C5 X,2023,5016.0,Occasion,24999.0,Essence,Auto.
Skoda,Karoq,2021,42644.0,Occasion,24199.0,Diesel,Manuelle
Peugeot,508,2021,44792.0,Occasion,23499.0,Hybride,Auto.
Volkswagen,Golf 7,2017,90379.0,Occasion,14999.0,Essence,Manuelle
DS,DS3 Crossback,2022,25267.0,Occasion,24899.0,Essence,Auto.
Volkswagen,Golf 7,2020,39257.0,Occasion,22999.0,Hybride,Auto.
Dacia,JOGGER,2024,2622.0,Occasion,21499.0,Non spécifié,Manuelle
BMW,Série 1,2022,60918.0,Occasion,23099.0,Diesel,Auto.
Tesla,MODEL Y,2023,8820.0,Occasion,34599.0,Électrique,Auto.
BMW,Série 1,2021,72257.0,Occasion,26999.0,Essence,Auto.
BMW,Série 1,2023,16156.0,Occasion,29999.0,Essence,Auto.
Volkswagen,T-CROSS,2021,54575.0,Occasion,20999.0,Essence,Auto.
BMW,Série 1,2021,78259.0,Occasion,20099.0,Diesel,Manuelle
BYD,Atto 3,2022,339.0,Occasion,29899.0,Électrique,Auto.
Toyota,Aygo X,2023,7083.0,Occasion,17999.0,Essence,Auto.
Dacia,JOGGER,2022,38117.0,Occasion,18499.0,Essence,Manuelle
Citroën,C5 X,2023,3017.0,Occasion,24999.0,Essence,Auto.
Citroën,C5 X,2023,9990.0,Occasion,24999.0,Essence,Auto.
Citroën,C4 X,2023,21344.0,Occasion,19999.0,Essence,Auto.
Citroën,Berlingo,2020,83191.0,Occasion,17199.0,Diesel,Manuelle
Volkswagen,Golf 7,2019,24510.0,Occasion,26999.0,Diesel,Auto.
Audi,Q2,2017,75462.0,Occasion,21499.0,Essence,Auto.
Kia,Picanto,2021,21785.0,Occasion,11999.0,Essence,Manuelle
Kia,Picanto,2022,12799.0,Occasion,15999.0,Essence,Auto.
Ford,Kuga,2018,95779.0,Occasion,16799.0,Essence,Manuelle
Dacia,JOGGER,2023,27665.0,Occasion,20499.0,Essence,Manuelle
Dacia,SPRING,2021,16662.0,Occasion,11299.0,Électrique,Auto.
BMW,Série 1,2022,72385.0,Occasion,25099.0,Essence,Auto.
Fiat,500X,2019,62222.0,Occasion,13999.0,Essence,Manuelle
Fiat,500X,2018,65100.0,Occasion,13299.0,Essence,Manuelle
DS,DS3 CROSSBACK,2019,45552.0,Occasion,17999.0,Essence,Auto.
Peugeot,508,2020,50586.0,Occasion,20899.0,Diesel,Manuelle
Citroën,C4 X,2023,17502.0,Occasion,19999.0,Essence,Auto.
DS,DS3 CROSSBACK,2021,30165.0,Occasion,20299.0,Essence,Auto.
Hyundai,Kona,2018,83620.0,Occasion,13999.0,Essence,Manuelle
DS,DS3 CROSSBACK,2020,49562.0,Occasion,17999.0,Essence,Auto.
Peugeot,508,2022,27490.0,Occasion,26999.0,Diesel,Auto.
Fiat,500X,2019,68015.0,Occasion,15499.0,Diesel,Manuelle
Audi,Q2,2020,74299.0,Occasion,21599.0,Diesel,Manuelle
Peugeot,108,2018,81400.0,Occasion,9299.0,Essence,Manuelle
Peugeot,508,2021,35795.0,Occasion,27899.0,Diesel,Auto.
Peugeot,508,2020,66852.0,Occasion,19499.0,Essence,Auto.
BMW,Série 1,2023,19489.0,Occasion,25099.0,Essence,Manuelle
Toyota,Aygo,2021,37208.0,Occasion,12999.0,Essence,Auto.
Citroën,C5 X,2022,15861.0,Occasion,23399.0,Essence,Auto.
Dacia,JOGGER,2023,19942.0,Occasion,20999.0,Essence,Manuelle
Kia,Niro,2021,22295.0,Occasion,24999.0,Hybride,Auto.
Audi,Q2,2021,117346.0,Occasion,20599.0,Essence,Auto.
Hyundai,Kona,2023,48526.0,Occasion,19999.0,Essence,Manuelle
DS,DS3,2018,100430.0,Occasion,11999.0,Essence,Auto.
Skoda,Karoq,2023,8450.0,Occasion,31499.0,Essence,Auto.
BMW,Série 2 Active Tourer,2017,106355.0,Occasion,17999.0,Diesel,Auto.
Audi,Q3 Sportback,2022,22940.0,Occasion,36899.0,Hybride,Auto.
Fiat,500X,2021,82926.0,Occasion,13599.0,Essence,Manuelle
Dacia,JOGGER,2023,41890.0,Occasion,18499.0,Essence,Manuelle
Ford,Focus,2018,120213.0,Occasion,11999.0,Non spécifié,Manuelle
BMW,Série 1,2023,19786.0,Occasion,29999.0,Essence,Auto.
Dacia,JOGGER,2023,42620.0,Occasion,18999.0,Non spécifié,Manuelle
Citroën,C5 X,2023,31457.0,Occasion,20999.0,Essence,Auto.
BMW,X1,2018,67110.0,Occasion,25999.0,Diesel,Auto.
Dacia,JOGGER,2023,43050.0,Occasion,18999.0,Non spécifié,Manuelle
Volkswagen,Golf 7,2019,76595.0,Occasion,17399.0,Diesel,Manuelle
Peugeot,508,2021,40608.0,Occasion,22499.0,Diesel,Auto.
Peugeot,508,2021,20787.0,Occasion,26099.0,Diesel,Auto.
Dacia,SPRING,2022,17937.0,Occasion,11499.0,Électrique,Auto.
Ford,Kuga,2022,58560.0,Occasion,24999.0,Hybride,Auto.
Dacia,JOGGER,2022,59350.0,Occasion,16999.0,Non spécifié,Manuelle
BMW,Série 1,2023,28736.0,Occasion,23899.0,Diesel,Manuelle
Peugeot,508,2023,5379.0,Occasion,27399.0,Essence,Auto.
Citroën,GRAND C4 SPACETOURER,2020,70240.0,Occasion,15499.0,Essence,Manuelle
DS,DS3 CROSSBACK,2021,34747.0,Occasion,18999.0,Essence,Auto.
Audi,Q2,2024,19675.0,Occasion,30999.0,Essence,Auto.
Dacia,JOGGER,2022,64758.0,Occasion,16499.0,Non spécifié,Manuelle
Ford,Focus,2017,112730.0,Occasion,11299.0,Essence,Manuelle
Citroën,GRAND C4 SPACETOURER,2021,29343.0,Occasion,19999.0,Essence,Manuelle
BMW,Série 1,2022,34034.0,Occasion,23899.0,Essence,Manuelle
Lynk&Co,01,2022,13314.0,Occasion,26999.0,Hybride,Auto.
DS,DS3,2023,18624.0,Occasion,24999.0,Diesel,Auto.
Peugeot,508,2019,68214.0,Occasion,19499.0,Diesel,Manuelle
Dacia,SPRING,2022,24025.0,Occasion,11399.0,Électrique,Auto.
Audi,Q2,2023,32625.0,Occasion,32499.0,Essence,Auto.
Ford,Kuga,2021,44040.0,Occasion,23499.0,Hybride,Auto.
Audi,Q2,2024,14096.0,Occasion,31299.0,Essence,Auto.
Dacia,SPRING,2022,14990.0,Occasion,11799.0,Électrique,Auto.
Peugeot,108,2020,23252.0,Occasion,10599.0,Essence,Manuelle
Renault,Scénic 4,2018,95293.0,Occasion,17499.0,Diesel,Auto.
BMW,Série 1,2020,50823.0,Occasion,24299.0,Diesel,Manuelle
Jeep,Renegade,2018,65895.0,Occasion,14499.0,Essence,Manuelle
Skoda,Karoq,2023,14529.0,Occasion,27999.0,Diesel,Auto.
Renault,Scénic 4,2018,93606.0,Occasion,15999.0,Diesel,Auto.
Audi,Q3,2017,113195.0,Occasion,19499.0,Diesel,Manuelle
Ford,Fiesta,2019,65377.0,Occasion,11599.0,Essence,Manuelle
Audi,A1 Sportback,2023,10800.0,Occasion,26799.0,Essence,Auto.
DS,DS3 CROSSBACK,2019,28436.0,Occasion,20999.0,Essence,Auto.
DS,DS3 CROSSBACK,2021,55559.0,Occasion,18799.0,Essence,Auto.
DS,DS3,2023,13914.0,Occasion,28799.0,Essence,Auto.
Fiat,Tipo,2019,29736.0,Occasion,12499.0,Essence,Manuelle
Lexus,NX 300h,2020,34480.0,Occasion,29999.0,Hybride,Auto.
Citroën,GRAND C4 SPACETOURER,2020,56645.0,Occasion,17499.0,Essence,Auto.
Citroën,GRAND C4 SPACETOURER,2020,38975.0,Occasion,17599.0,Essence,Manuelle
Audi,Q2,2023,28815.0,Occasion,32699.0,Essence,Auto.
Dacia,SPRING,2022,27985.0,Occasion,11499.0,Électrique,Auto.
Ford,Fiesta,2019,102818.0,Occasion,11299.0,Essence,Manuelle
Lynk&Co,01,2022,64800.0,Occasion,22499.0,Hybride,Auto.
Citroën,GRAND C4 SPACETOURER,2020,77149.0,Occasion,17999.0,Essence,Auto.
Citroën,C4 X,2023,24515.0,Occasion,19999.0,Essence,Auto.
Opel,GRANDLAND,2023,18460.0,Occasion,20499.0,Essence,Manuelle
Skoda,KAMIQ,2020,14500.0,Occasion,19999.0,Essence,Auto.
Opel,GRANDLAND,2023,20245.0,Occasion,20499.0,Essence,Manuelle
Ford,Focus,2019,66554.0,Occasion,13999.0,Essence,Manuelle
Audi,Q2,2023,18955.0,Occasion,33999.0,Essence,Auto.
DS,DS3 Crossback,2022,27841.0,Occasion,24899.0,Essence,Auto.
Dacia,JOGGER,2023,40105.0,Occasion,19999.0,Essence,Manuelle
Ford,Kuga,2022,51280.0,Occasion,25499.0,Hybride,Auto.
Lexus,UX,2023,7100.0,Occasion,33999.0,Hybride,Auto.
Ford,Kuga,2022,48165.0,Occasion,25499.0,Hybride,Auto.
Peugeot,508 SW,2020,35105.0,Occasion,21999.0,Essence,Auto.
Fiat,Tipo,2017,97490.0,Occasion,12499.0,Diesel,Manuelle
Volkswagen,Golf 7,2017,116160.0,Occasion,16999.0,Essence,Auto.
BMW,X3,2023,32200.0,Occasion,53399.0,Hybride,Auto.
Jeep,Renegade,2017,83181.0,Occasion,15399.0,Diesel,Manuelle
Audi,Q2,2018,92723.0,Occasion,20499.0,Essence,Auto.
Peugeot,508 SW,2022,70.0,Occasion,34099.0,Hybride,Auto.
Ford,Kuga,2022,33895.0,Occasion,28799.0,Hybride,Auto.
Ford,Focus,2018,64221.0,Occasion,16099.0,Diesel,Manuelle
Nissan,Micra,2021,34125.0,Occasion,11999.0,Essence,Manuelle
Opel,Grandland X,2018,82487.0,Occasion,13999.0,Essence,Auto.
Peugeot,RIFTER,2020,52862.0,Occasion,24999.0,Diesel,Auto.
Suzuki,VITARA,2020,39320.0,Occasion,17499.0,Micro-hybride,Manuelle
Opel,GRANDLAND,2023,10.0,Occasion,26499.0,Essence,Auto.
Citroën,Grand C4 Spacetourer,2020,72806.0,Occasion,19699.0,Diesel,Manuelle
Citroën,C4 SPACETOURER,2019,45618.0,Occasion,20799.0,Diesel,Auto.
Fiat,Tipo,2017,102691.0,Occasion,10999.0,Diesel,Manuelle
Peugeot,RIFTER,2019,36483.0,Occasion,19499.0,Essence,Manuelle
Renault,Scénic 4,2019,97890.0,Occasion,15499.0,Essence,Manuelle
Citroën,GRAND C4 SPACETOURER,2020,42110.0,Occasion,20499.0,Essence,Manuelle
Citroën,GRAND C4 SPACETOURER,2022,61445.0,Occasion,22499.0,Essence,Auto.
Ford,Kuga,2021,63439.0,Occasion,23099.0,Hybride,Auto.
Nissan,Micra,2021,12237.0,Occasion,16299.0,Essence,Auto.
Citroën,GRAND C4 SPACETOURER,2019,103451.0,Occasion,13999.0,Essence,Manuelle
Audi,Q3,2019,69845.0,Occasion,28999.0,Essence,Auto.
